,Unnamed: 0,newsId,newsTitle,newsTime,ccyName,sentimentScore,lastUpdateTime,sentiment,body,subjects,takeSequence,messageType,is_central_bank,is_political,and_filter,or_filter,EUR_sent,10m_Increase
248,1477,009d8e29aa22b4c20eec0163325ec1ce,UPDATE 2-Czech rate hikes stay on table despite big monthly price drop,2018-10-09 17:00:51,EUR,0.12075999999999999,2018-10-09 17:01:04,{'EUR': 'Neutral'},"    * Biggest monthly CPI drop since November 2015
    * Energy prices and wages to lift CPI next year
    * Analysts see central bank keeping to rate hike path

 (Adds central banker Hampl, more details)
    PRAGUE, Oct 9 (Reuters) - Czech consumer prices in September
fell the most on a monthly basis since 2015 due to deep
discounts for holiday tours and train tickets, a small respite
from inflationary pressures that continue to keep rate hikes in
the cards.
    The drop was larger than expected and put the year-on-year
inflation rate at 2.3 percent <CZCPIY=ECI>, closer to the
central bank's 2 percent target but unlikely to knock it off a
path of normalising monetary policy.
    After the data, central bank Vice-Governor Mojmir Hampl -
viewed as the biggest proponent of steady rate hikes but whose
final term on the Czech National Bank's seven-member board ends
soon - said there was little reason to change his view.
    ""It is clear that in this phase of the economic cycle, and
its expected development, a return to normal monetary policy
must continue,"" Hampl said while visiting a university to give a
lecture. He added he would likely vote for a hike at the next
meeting on Nov. 1. 
    ""We will see what the new outlook will bring but... there
would have to be something really major to change my view.""
    The export-oriented economy has grown quickly in recent
years, propelled by rising household consumption as unemployment
has fallen to the lowest levels in the European Union at around
3 percent, and wages are rising at their fastest rate in 15
years.
    The central bank has raised its key two-week repo rate
<CZCBIR=ECI> at its last three meetings, to 1.50 percent. Since
ending a four-year-old intervention regime keeping the crown
weak in 2017, the bank has lifted rates from near zero in six
steps, the most aggressive tightening in the European Union. 
    Markets see chances of another hike before the end of the
year. Most analysts do, too, given higher energy prices will
start showing up more in inflation next year and stronger wage
demands will further boost price pressures.    
    Inflation has been above the central bank's 2 percent
mid-point target for much of the past two years.
     
   
    The statistics office said the year-on-year growth in prices
last month had been caused mainly by higher food prices. 
    The monthly drop was influenced by deeper discounts than in
past years on holiday package prices. The government also
introduced cheaper rail and bus tickets for students and seniors
last month, leading to a decline in transport prices.
    Komercni Banka's head economist Viktor Zeisel said inflation
could approach target in the coming months before growing again.
    ""The central bank also sees that inflation will pick up,"" he
said. ""This means it will continue with normalising monetary
policy. We expect rates will rise again this year in November.""

    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Czech inflation    https://reut.rs/2OfzdBC
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 (Reporting by Mirka Krufova and Robert Muller; Writing by Jason
Hovet; Editing by Kevin Liffey and Jon Boyle)
 ((pregue.newsroom@thomsonreuters.com)(+420 224 190 477)(Reuters
Messaging: mirka.krufova.thomsonreuters.com@reuters.net))","['A:2', 'A:8', 'A:9', 'E:5', 'E:9', 'E:A', 'G:1', 'G:2E', 'G:A', 'G:B', 'I:1Z', 'M:8', 'I:B', 'E:4S', 'E:B', 'E:C', 'G:B2', 'I:1P', 'R:CZCPI=ECI', 'R:CZCPIY=ECI', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'R:CZCPIY=ECI', 'R:CZCBIR=ECI', 'N2:DBT', 'N2:MMT', 'N2:FRX', 'N2:MCE', 'N2:ECI', 'N2:INT', 'N2:EMRG', 'N2:CZ', 'N2:EUROP', 'N2:CEEU', 'N2:RWS', 'N2:CEN', 'N2:INFL', 'N2:CURINT', 'N2:PLCY', 'N2:JOB', 'N2:EEU', 'N2:MPLT', 'N2:LEN']",3,6,True,False,False,True,Neutral,3.0000000000196536e-05
249,1513,e953bf1768defbd6e2ed8274cfd6a7f6,Sterling weakens as Brexit concerns weigh,2018-10-09 18:04:48,EUR,9.215860000000001,2018-10-09 18:05:00,"{'USD': 'Positive', 'EUR': 'Neutral', 'GBP': 'Positive'}","    * Graphic: World FX rates in 2018 http://tmsnrt.rs/2egbfVh
    * Graphic: Trade-weighted sterling since Brexit vote http://tmsnrt.rs/2hwV9Hv

    LONDON, Oct 9 (Reuters) - The British pound drifted nearly
half a percent lower on Tuesday on the back of a stronger dollar
and as investors booked profits after last week's rally on
rising hopes of a breakthrough in Brexit negotiations.
    The British pound <GBP=D3> edged 0.4 percent lower at
$1.3041 nearing a one-month low hit last week. Against the euro
<EURGBP=D3>, the British currency was 0.2 percent weaker at
87.86 pence.
    ""The pound can definitely move higher from current levels
but the markets are waiting for news on a substantial
breakthrough in Brexit negotiations and until that materializes,
we are trapped in a range,"" said Viraj Patel, an FX strategist
at ING in London.
    European Union negotiators said on Friday an agreement with
Britain was ""very close"" and European Commission President
Jean-Claude Juncker said on Saturday a deal would be reached in
November, if not this month. [nL8N1WM05D]
    While hedge funds have bought the pound in recent days,
overall short positions on the currency are at their highest
levels in 16 months, according to futures data.
    Many investors have preferred to sit on the sidelines rather
than try to profit amid the political unpredictability and the
currency's sharp price swings.
    Mike Amey, head of sterling portfolios at fund management
giant PIMCO, said he held a moderately long position on sterling
versus the euro, predicting a gradual rise over the next 12-18
months, because the market was ""too pessimistic"" about prospects
for a disruptive Brexit. [nL8N1WO338]
    Its losses have been smaller against the euro as concerns
about a row between Brussels and Rome over Italy's proposed
budget deficit targets have added to the euro's woes in recent
sessions. [FRX/]

 (Reporting by Saikat Chatterjee
Editing by Keith Weir)
 ((saikat.chatterjee@thomsonreuters.com; +44-20-7542-1713;
Reuters Messaging: saikat.chatterjee.reuters.com@reuters.net))","['A:9', 'G:3', 'G:6J', 'G:7J', 'G:A', 'G:B4', 'M:3F', 'M:NP', 'E:4S', 'E:5', 'M:8', 'G:4', 'G:9', 'R:EURGBP=', 'R:GBP=', 'R:GBPX1=', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:FRX', 'N2:WEU', 'N2:US', 'N2:GB', 'N2:EUROP', 'N2:EZ', 'N2:MKTREP', 'N2:REP', 'N2:CURINT', 'N2:MCE', 'N2:CEN', 'N2:AMERS', 'N2:NAMER', 'N2:LEN']",1,2,True,False,False,True,Neutral,2.0000000000131024e-05
250,1515,a3fe9f206dd0ae49f5a6b8f3e001c690,"CEE MARKETS-Hungarian bond yields surge on CPI, US Treasury yield rise",2018-10-09 18:09:44,EUR,-0.1779,2018-10-09 18:09:53,{'EUR': 'Neutral'},"    * Hungarian yield at 3-yr high after CPI highest since 2013
    * Czech CPI retreats, but cbank is seen increasing rates
further

    By Sandor Peto
    BUDAPEST, Oct 9 (Reuters) - Hungary's 10-year government
bond yield jumped to a 3-year high on Tuesday as U.S. and Bund
yields rose and Hungary's annual inflation rate increased to its
highest level since early 2013.
    Debt yields rose across Europe including the European
Union's eastern members after the 10-year U.S. Treasury yield
<US10YT=RR> set seven-year highs above 3.25 percent.
    Hungary's corresponding yield traded at 3.86 percent, up 14
basis points from Monday's fixing and the highest since 2015.
    ""The causes were a rise in core market yields and the
higher-than-expected inflation figure,"" one Budapest-based fixed
income trader said.
    Hungary's annual inflation increased to 3.6 percent in
September, a tad above expectations and a 5-and-1/2-year high.
    The forint <EURHUF=> eased slightly against the euro after
the figures and other data showing a smaller-than-expected trade
surplus in August.
    The government sold 3-month Treasury bills at a negative
yield after the figures, at -0.03 percent, slightly up from
-0.05 percent in a sale a week ago. 
    Analysts said inflation could stay above 3 percent, the
mid-point of the Hungarian central bank's (NBH) 2-4 percent
target range in the coming months, even though a higher 2017
base in crude prices may ease upwards pressure in the rest of
the year.
    The inflation rise is unlikely to trigger a change in the
NBH's monetary policy as core inflation remains moderate, even
though it picked up to 2.4 percent from 2.2 percent in August,
analysts said.
    Hungary's trade surplus could drop by 850 million euros this
year to 7.2 billion euros, but could still support the forint in
the rest of 2018, Takarekbank analyst Andras Horvath said in a
note.
    Polish and Czech government bond yields rose by 2-3 basis
points, even though the Czech finance ministry said it would
limit bond auctions in the rest of the year. [nL8N1WP2AO]
    The zloty <EURPLN=> and the Czech crown <EURCZK=> shed 0.1
percent against the euro as a weakening of the yuan weighed on
risk appetite in global markets. 
    Warsaw's bluechip stock index <.WIG20> still rose 0.5
percent, rebounding from a 3-week low.
    The crown's loss remained moderate even though September
Czech figures released on Tuesday showed the biggest monthly
fall in consumer prices since November, 2015. [nL8N1WP1BW]
    The 2.3 percent annual figure, after August's 2.5 percent,
is closer to the Czech central bank's 2 percent target, but is
unlikely to prevent further hikes in the bank's interest rates, 
analysts said.
    The bank's Vice-Governor Mojmir Hampl said it may increase
interest rates again at its November meeting, underpinning
market expectations. [nP7N1SO00M]
    Romania's 10-year government bond yield, bid at 5.13
percent, was the highest since early August. Romania is due to
release inflation figures on Wednesday.        
    
            CEE       SNAPSHOT   AT                         
            MARKETS             1127 CET            
                      CURRENCI                              
                      ES                            
                      Latest    Previous  Daily     Change
                      bid       close     change    in 2018
 Czech      <EURCZK=   25.7980   25.7810    -0.07%    -0.99%
 crown      >                                       
 Hungary    <EURHUF=  325.5000  325.4000    -0.03%    -4.48%
 forint     >                                       
 Polish     <EURPLN=    4.3185    4.3158    -0.06%    -3.29%
 zloty      >                                       
 Romanian   <EURRON=    4.6680    4.6699    +0.04%    +0.25%
 leu        >                                       
 Croatian   <EURHRK=  #N/A        7.3934  #VALUE!   #VALUE!
 kuna       >         Access                        
                      Denied:                       
                      User req                      
                      to                            
                      PE(640)                       
 Serbian    <EURRSD=  #N/A      118.6400  #VALUE!   #VALUE!
 dinar      >         Access                        
                      Denied:                       
                      User req                      
                      to                            
                      PE(640)                       
 Note:      calculated from               1800 CET          
 daily                                              
 change                                             
                                                            
                      Latest    Previous  Daily     Change
                                close     change    in 2018
 Prague     <.PX>      1094.72  1095.400    -0.06%    +1.54%
                                       0            
 Budapest   <.BUX>    36824.06  36768.02    +0.15%    -6.48%
 Warsaw     <.WIG20>   2235.94   2224.13    +0.53%    -9.15%
 Bucharest  <.BETI>    8540.49   8521.11    +0.23%   +10.15%
 Ljubljana  <.SBITOP    836.29    838.68    -0.28%    +3.71%
            >                                       
 Zagreb     <.CRBEX>   1768.36   1766.69    +0.09%    -4.04%
 Belgrade   <.BELEX1    729.04    727.94    +0.15%    -4.05%
            5>                                      
 Sofia      <.SOFIX>    617.24    618.55    -0.21%    -8.89%
                      BONDS                                 
                      Yield     Yield     Spread    Daily
                      (bid)     change    vs Bund   change
                                                    in
 Czech                                              spread
 Republic                                           
   2-year   <CZ2YT=R    1.6670    0.1310   +223bps    +13bps
            R>                                      
   5-year   <CZ5YT=R    1.8770    0.0270   +196bps     +1bps
            R>                                      
   10-year  <CZ10YT=    2.1590    0.0040   +160bps     -1bps
            RR>                                     
 Poland                                                     
   2-year   <PL2YT=R    1.6100    0.0040   +217bps     +0bps
            R>                                      
   5-year   <PL5YT=R    2.6270    0.0240   +271bps     +1bps
            R>                                      
   10-year  <PL10YT=    3.3470    0.0340   +279bps     +2bps
            RR>                                     
            FORWARD   RATE      AGREEMEN                    
                                T                   
                      3x6       6x9       9x12      3M
                                                    interban
                                                    k
 Czech Rep  <CZKFRA>      2.02      2.20      2.33      1.74
            <PRIBOR=                                
            >                                       
 Hungary    <HUFFRA>      0.48      0.81      1.14      0.17
            <BUBOR=>                                
 Poland     <PLNFRA>      1.77      1.81      1.86      1.72
            <WIBOR=>                                
 Note: FRA  are for ask prices                              
 quotes                                             
 *************************************************          
 *************                                      
 
 (Reporting by Sandor Peto, editing by Ed Osmond)
 ((sandor.peto@thomsonreuters.com; +36 1 327 4744; Reuters
Messaging: sandor.peto.thomsonreuters.com@reuters.net))
 
((For related news and prices, click on the codes in brackets:
All emerging market news [EMRG] [CEEU] [CEE/]
Spot FX rates
Eastern Europe spot FX <EEFX=>  Middle East spot FX <MEFX=>
Asia spot FX <ASIAFX=>          Latin America spot FX <LATAMFX=>
Other news and reports
World central bank news [CEN] Economic Data Guide <ECONGUIDE>
Official rates [GLOBAL/INT]   Emerging Diary [EMRG/DIARY]
Top events [M/DIARY]  Diaries [DIARY] Diaries Index [IND/DIARY]))","['A:2', 'A:8', 'A:9', 'E:W', 'G:1', 'G:1W', 'G:2E', 'G:2Z', 'G:46', 'G:5X', 'G:5Y', 'G:74', 'G:7F', 'G:A', 'G:B2', 'G:Y', 'M:3F', 'M:NP', 'E:6', 'G:B', 'G:AL', 'R:.BELEX15', 'R:.BETI', 'R:.BUX', 'R:.HUBONDHOLD', 'R:.PX', 'R:.SBITOP', 'R:.SOFIX', 'R:.WIG20', 'R:CHFHUF=', 'R:CHFPLN=', 'R:EURCZK=', 'R:EURHRK=', 'R:EURHUF=', 'R:EURPLN=', 'R:EURRON=', 'R:EURRSD=', 'R:PLNHUF=', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'R:.WIG20', 'R:.PX', 'R:.BUX', 'R:.BETI', 'R:.SBITOP', 'R:.BELEX15', 'R:.SOFIX', 'N2:DBT', 'N2:MMT', 'N2:FRX', 'N2:ISU', 'N2:EMRG', 'N2:BG', 'N2:CZ', 'N2:RO', 'N2:HU', 'N2:HR', 'N2:PL', 'N2:SQ', 'N2:SRB', 'N2:EUROP', 'N2:EEU', 'N2:SEEU', 'N2:MKTREP', 'N2:REP', 'N2:MEVN', 'N2:CEEU', 'N2:EZC', 'N2:LEN']",1,2,False,False,False,False,Neutral,0.000140000000000029
251,1521,f70ea84acb8b17fd35079e6a0c115f50,DUP's Foster says Brexit cannot erect trade barriers inside UK,2018-10-09 18:20:10,EUR,0.0,2018-10-09 18:20:19,"{'EUR': 'Neutral', 'GBP': 'Neutral'}","    BRUSSELS, Oct 9 (Reuters) - The head of the Northern Irish
unionist party that props up Britsh Prime Minister Theresa May's
rule said in Brussels that her province's ties with the United
Kingdom must not be damaged by efforts to keep an open Irish
border after Brexit. 
    Arlene Foster of the Democratic Unionist Party (DUP) spoke
at a news conference after meeting EU Brexit negotiator Michel
Barnier earlier on Tuesday.

 (Reporting by Alastair Macdonald, Writing by Gabriela
Baczynska; Editing by Kevin Liffey)
 ((gabriela.baczynska@thomsonreuters.com; +32 2 287 68 39;
Reuters Messaging:
gabriela.baczynska.thomsonreuters.com@reuters.net))","['M:K', 'M:1P3', 'M:C', 'M:N', 'E:6G', 'G:7J', 'M:1L', 'G:6X', 'G:A7', 'M:R', 'M:EG', 'M:DU', 'M:E7', 'G:3', 'G:A', 'G:AL', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:EU', 'N2:BRU', 'N2:DIP', 'N2:POL', 'N2:BRXT', 'N2:GB', 'N2:NEWS1', 'N2:IE', 'N2:GBNI', 'N2:TRD', 'N2:TRF', 'N2:INTAG', 'N2:GEN', 'N2:WEU', 'N2:EUROP', 'N2:EZC', 'N2:LEN']",1,2,False,True,False,True,Neutral,0.00015999999999993797
252,1525,d037a2bc69de8df4d9762540b64658cc,UK Brexit minister Raab to make statement in parliament on EU talks - Labour,2018-10-09 18:36:36,EUR,0.0,2018-10-09 18:36:42,"{'EUR': 'Neutral', 'GBP': 'Neutral'}","    LONDON, Oct 9 (Reuters) - British Brexit minister Dominic
Raab British will make a statement on negotiations to leave the
European Union in parliament on Tuesday, the opposition Labour
Party said.
    A Twitter feed for Labour whips, who implement party voting
discipline and organise the party's business in parliament, said
""one oral statement"" updating parliament on the Brexit
negotiations had been confirmed.

 (Reporting by Elizabeth Piper and William James; Editing by
Kevin Liffey)
 ((elizabeth.piper@thomsonreuters.com; 07979746994; Reuters
Messaging: elizabeth.piper.thomsonreuters.com@reuters.net))","['E:6G', 'E:C', 'E:D', 'G:3', 'G:7J', 'G:A', 'G:A7', 'M:1L', 'M:4', 'M:C', 'M:E9', 'M:K', 'M:N', 'M:R', 'G:6X', 'M:DU', 'M:E7', 'E:1', 'G:AL', 'M:N5', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:BRXT', 'N2:JOB', 'N2:REGS', 'N2:WEU', 'N2:GB', 'N2:EUROP', 'N2:GBNI', 'N2:NEWS1', 'N2:IMM', 'N2:DIP', 'N2:GFIN', 'N2:EU', 'N2:POL', 'N2:TRD', 'N2:IE', 'N2:INTAG', 'N2:GEN', 'N2:BACT', 'N2:EZC', 'N2:CIV', 'N2:LEN']",1,2,False,True,False,True,Neutral,1.999999999990898e-05
253,1533,f36c27bd9352788471ea9e729f3aed9f,Italy's Tria says govt will do whatever necessary if spread balloons,2018-10-09 18:57:14,EUR,0.0,2018-10-09 18:59:14,{'EUR': 'Neutral'},"    ROME, Oct 9 (Reuters) - The Italian government will do
whatever is necessary to calm markets if the spread between its
benchmark 10-year bond yield and the equivalent German bund
balloons, Economy Minister Giovanni Tria said on Tuesday.
    Italian yields have risen sharply in recent weeks on fears
the coalition spending plans are unsustainable. Tria told a
parliamentary commission that he was sure the so-called spread
would fall once he had explained the budget clearly, but said
the government was ready to act if things got out of hand.
    ""A spread at 400, 500? We are committed to making the spread
reflect the (economic) fundamentals. If it goes to 500, the
government will do what it needs to do,"" Tria said. ""If everyone
sells, we will have capital outflows and we will have to face
the situation. Faced with a financial crisis, the government
will do what it must do, as (ECB president Mario) Draghi did."" 

 (Reporting by Giuseppe Fonte; Editing by Crispian Balmer)
 ((crispian.balmer@thomsonreuters.com; +390685224351; Reuters
Messaging: crispian.balmer.reuters.com@reuters.net))","['G:3', 'M:N', 'E:B', 'G:5J', 'M:E9', 'A:N', 'A:2', 'G:AL', 'E:N', 'G:B4', 'E:5', 'G:A', 'M:E7', 'a1312cat:f', 'M:1QD', 'N2:WEU', 'N2:POL', 'N2:PLCY', 'N2:IT', 'N2:GFIN', 'N2:GVD', 'N2:DBT', 'N2:EZC', 'N2:AAA', 'N2:EZ', 'N2:MCE', 'N2:EUROP', 'N2:GEN', 'N2:LEN']",1,2,False,True,False,True,Neutral,5.0000000000105516e-05
254,1542,03e9f2d37efad2e82671c47646c5a8e3,UPDATE 1-Bulgaria detains suspect over murder of journalist - source,2018-10-09 19:10:20,EUR,-0.87646,2018-10-09 19:10:32,{'EUR': 'Neutral'},"    * Victim was anchor on local TV station
    * She wanted her show to carry out investigations
    * Bulgarians angry at corruption in country's judiciary

    SOFIA, Oct 9 (Reuters) - Bulgarian police have detained a
suspect in connection with the murder of TV journalist Viktoria
Marinova, whose body was found in a park in her Danube hometown
of Ruse, a government source familiar with the investigation
said on Tuesday.
    ""We can say there is a suspect detained,"" the source told
Reuters without elaborating.
    An interior ministry spokeswoman declined comment. The
prosecutor's office said three additional prosecutors were being
sent to Ruse to back up the investigation.
    Prosecutors have said the 30-year-old journalist, who was a
presenter and anchor on a local television station, had been
raped, beaten and suffocated. Marinova's body was found in a
park near the river in her hometown, Ruse, on Saturday.
[nL8N1WN0YB]
    On her last aired TV show, on Sept. 30, Marinova introduced
two journalists who were investigating alleged corruption
involving EU funds. She said her regional current affairs show,
""Detector"", would carry out similar investigations.
    While authorities have not established any link to her work
so far, her murder has angered and upset many in a country where
people are frustrated with rampant corruption and an inefficient
and graft-prone judiciary, for which Sofia has been repeatedly
criticised by the European Commission.
    Early on Tuesday, civilian volunteers combed bushes and
ground along the Danube river in Ruse where Marinova's body was
found in an effort to find clues that could help police. 
    Local people observed a vigil overnight and lay flowers and
lit candles in front of her image. Many were stopping to put
flowers to commemorate Marinova, who left a seven-year-old
daughter, on Tuesday. 
    ""This is extremely frustrating. We do not feel safe at all
or calm when such things happen. I did not know her personally ,
but as a mother I can only feel for her,"" said 28-year-old
Denitsa Peicheva. 
    The European Commission urged Bulgaria on Monday to conduct
a rapid investigation into the killing. 
    

 (Reporting by Tsvetelia Tsolova; Editing by Richard Balmforth)
 ((tsvetelia.tsolova@thomsonreuters.com; +359-2-93-99-731;))","['G:1', 'G:1W', 'G:3', 'G:4G', 'G:A', 'G:B', 'G:B2', 'M:15', 'M:A', 'M:ES', 'M:EV', 'M:F4', 'M:FF', 'M:K', 'M:M0', 'M:N', 'B:259', 'M:FG', 'B:255', 'B:69', 'B:86', 'B:92', 'M:1P2', 'G:Y', 'G:AL', 'M:E7', 'M:DU', 'M:N5', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:EMRG', 'N2:BG', 'N2:WEU', 'N2:MT', 'N2:EUROP', 'N2:CEEU', 'N2:EEU', 'N2:MTPIX', 'N2:CRIM', 'N2:CLJ', 'N2:JUDIC', 'N2:MURD', 'N2:BRIB', 'N2:EU', 'N2:HRGT', 'N2:POL', 'N2:MDIA', 'N2:FRAUD1', 'N2:CYCS', 'N2:CYCS08', 'N2:CCOS', 'N2:MDIA08', 'N2:TMT', 'N2:SEEU', 'N2:EZC', 'N2:GEN', 'N2:INTAG', 'N2:CIV', 'N2:LEN']",1,2,False,True,False,True,Neutral,6.000000000017103e-05
255,1544,4e38855c3db36f4dee6d55e82d948a01,EU's Katainen says Italy's situation is vulnerable,2018-10-09 19:13:54,EUR,0.0,2018-10-09 19:14:00,{'EUR': 'Neutral'},"    HELSINKI, Oct 9 (Reuters) - European Commission Vice
President Jyrki Katainen said on Tuesday that Italy's situation
was vulnerable and talks about its budget may prove very
difficult.
    ""The Commission expects more details from Italy over how
they plan to build their budget for the next years,"" Katainen
told reporters in Helsinki.
    ""But we are concerned that Italy will present totally
unrealistic fiscal targets or growth projections, and that
negotiations will prove very difficult.""
    ""One should not take the risk of driving the financial
markets wild with political thoughtlessness,"" he added.
[nL8N1WP21C]
    
     

 (Reporting by Jussi Rosendahl; Editing by Kevin Liffey)
 ((jussi.rosendahl@thomsonreuters.com; +358 9 6805 0248; Reuters
Messaging: jussi.rosendahl.thomsonreuters.com@reuters.net))","['A:N', 'G:3', 'G:5J', 'G:90', 'G:A', 'G:B4', 'G:M', 'M:K', 'M:1L', 'M:N', 'M:E9', 'M:C', 'A:2', 'G:AL', 'M:E7', 'M:DU', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:GVD', 'N2:WEU', 'N2:IT', 'N2:FI', 'N2:EUROP', 'N2:EZ', 'N2:NORD', 'N2:EU', 'N2:NEWS1', 'N2:POL', 'N2:GFIN', 'N2:DIP', 'N2:DBT', 'N2:EZC', 'N2:GEN', 'N2:INTAG', 'N2:LEN']",1,2,False,True,False,True,Neutral,8.000000000030205e-05
256,1547,f2ceeaec3186392c69a7f33d17b65482,German FinMin aims for post-Brexit transition period until end-2020 in tax law - WiWo,2018-10-09 19:18:44,EUR,0.0,2018-10-09 19:18:59,"{'EUR': 'Neutral', 'GBP': 'Neutral'}","    BERLIN, Oct 9 (Reuters) - German Finance Minister Olaf
Scholz aims for German tax law to treat Britain like a member
state of the European Union after it leaves the bloc until the
end of 2020, German magazine WirtschaftsWoche reported, citing a
draft law.
    The transition period would affect especially corporate tax
as well as building societies and covered bonds, the magazine
reported on Tuesday.
    Germany's finance ministry had no immediate comment.
    

 (Reporting by Maria Sheahan; additional reporting by Gernot
Heller; editing by Thomas Seythal)
 ((maria.sheahan@thomsonreuters.com; +49 69 7565 1286; Reuters
Messaging: maria.sheahan.thomsonreuters.com@reuters.net))","['E:6G', 'G:3D', 'M:K', 'G:7J', 'M:X', 'M:N', 'M:C', 'G:3', 'G:A', 'G:B4', 'G:AL', 'M:R', 'E:D', 'M:T', 'M:DU', 'M:E7', 'E:1', 'G:B', 'M:ES', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:BRXT', 'N2:DE', 'N2:EU', 'N2:GB', 'N2:TAX', 'N2:POL', 'N2:DIP', 'N2:WEU', 'N2:EUROP', 'N2:EZ', 'N2:EZC', 'N2:TRD', 'N2:REGS', 'N2:LAW', 'N2:INTAG', 'N2:GEN', 'N2:BACT', 'N2:CEEU', 'N2:CLJ', 'N2:LEN']",1,2,False,True,False,True,Neutral,7.00000000000145e-05
257,1553,ebdc15a0a855ed075dcb47b88369c1e1,Bank of Italy sees risk of vicious circle over country's debt costs,2018-10-09 19:30:28,EUR,-1.27366,2018-10-09 19:30:42,{'EUR': 'Neutral'},"    ROME, Oct 9 (Reuters) - The Bank of Italy said on Tuesday
there was always a risk of a vicious circle over the country's
debt costs, with repercussions for the real economy. 
    ""Given the (debt's) size and the need to service each year a
not insignificant amount (about 400 billion euros), the danger
of triggering a vicious circle ... with repercussions on the
real economy, is always present,"" Director General Luigi
Federico Signorini said during parliamentary testimony over the
government's budget plan.
    He added that the turbulence on financial markets after the
approval of the government's expansionary multi-year budget plan
required ""clarity and certainty"" over the plans to reduce the
fiscal deficit. 

 (Reporting by Giuseppe Fonte,)
 ((Giulia.Segreti@tr.com; +39.02.66129416; Reuters Messaging:
giulia.segreti.thomsonreuters.com@reuters.net))","['G:5J', 'A:2', 'M:8', 'M:I', 'M:E9', 'A:N', 'M:E7', 'M:N', 'G:3', 'G:AL', 'B:128', 'B:125', 'B:126', 'B:127', 'B:261', 'B:262', 'G:A', 'M:DU', 'M:K', 'a1312cat:f', 'M:1QD', 'N2:IT', 'N2:DBT', 'N2:CEN', 'N2:ECB', 'N2:GFIN', 'N2:GVD', 'N2:GEN', 'N2:POL', 'N2:WEU', 'N2:EZC', 'N2:BNKS', 'N2:FINS08', 'N2:BISV08', 'N2:BSVC', 'N2:FINS', 'N2:BISV', 'N2:EUROP', 'N2:INTAG', 'N2:EU', 'N2:LEN']",1,2,True,True,True,True,Neutral,0.0006199999999998429
