,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,newsId,newsTitle,newsTime,ccyName,sentimentScore,lastUpdateTime,sentiment,body,subjects,takeSequence,messageType,primary_currency,EUR_sent,is_central_bank,is_political,or_filter,10m_Increase
29,119,167,417,f7c82e922b072f32eab5f4d2fb3f7324,Own currency would solve most of Italy's problems-League lawmaker,2018-10-02 14:04:55,EUR,0.0,2018-10-02 14:04:59,{'EUR': 'Positive'},"    ROME, Oct 2 (Reuters) - Italy would enjoy more favourable
economic conditions outside of the euro zone, the economic head
of the ruling League party said on Tuesday.
    ""I'm truly convinced that Italy would solve most of its
problems if it had its own currency,"" Claudio Borghi said in a
radio interview.
    Borghi is a eurosceptic economist and chairs the budget
committee of the lower house of parliament.

 (Reporting by Giselda Vagnoni, editing by Valentina Za)
 ((Giselda.Vagnoni@thomsonreuters.com))","['G:3', 'G:A', 'M:N', 'E:B', 'G:5J', 'M:E9', 'A:N', 'A:2', 'G:AL', 'G:B4', 'E:5', 'M:E7', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:WEU', 'N2:EUROP', 'N2:POL', 'N2:PLCY', 'N2:IT', 'N2:GFIN', 'N2:GVD', 'N2:DBT', 'N2:EZC', 'N2:EZ', 'N2:MCE', 'N2:GEN', 'N2:LEN']",1,2,EUR,Positive,False,True,True,5.0000000000105516e-05
30,120,169,419,39ea6ea4eb4bbc057714f59638af4d66,RPT-UPDATE 1-Electric cars cast growing shadow on profits,2018-10-02 14:12:33,EUR,0.21871,2018-10-02 14:12:57,"{'EUR': 'Positive', 'GBP': 'Neutral'}"," (Repeats OCT 1 story. No change to text)
    * CO2 goals push electric-car prices lower
    * VW among brands seen pricing aggressively
    * Concerns mount over profitability

    By Laurence Frost
    PARIS, Oct 2 (Reuters) - Electric cars are poised to arrive
en masse in European showrooms after years of hyped concept-car
launches and billions in investment by automakers and suppliers.
  
    Now comes the hard part: selling them at a profit.
    Battery models making their car-show debut in Paris this
week, from PSA Group's <PEUP.PA> electric DS3 Crossback to the
Mercedes <DAIGn.DE> EQC, will erode profitability as they
struggle to stay in the black, executives generally acknowledge.
    But concerns are mounting that the impact could be worse, as
consumers resist paying more for electrified vehicles - forcing
carmakers to sell them at a bigger loss to meet emissions goals.
    ""What everyone needs to realise is that clean mobility is
like organic food – it's more expensive,"" said Carlos Tavares,
chief executive of Peugeot, Citroen and Opel manufacturer PSA.
    A Sept. 25 profit warning by BMW <BMWG.DE>, blamed in part
on electrification costs and tightening emissions rules, was ""a
first alarm signal"", Tavares said in a weekend radio interview.
    ""Either we accept paying more for clean mobility, or we put
the European auto industry in jeopardy.""
    Underlining the turbulence facing automakers, British Prime
Minister Theresa May will confront Conservative rebels demanding
a harder Brexit stance at her party's annual conference, just as
the Paris show gets underway on Tuesday. [nL8N1WC1N6]
    On its second day, the European Parliament votes on plans to
cut carbon dioxide car emissions by as much as 45 percent by
2030 from an average 95 grammes per kilometre in 2021 - a goal
many automakers are already in danger of missing, on pain of
fines running to hundreds of millions of euros. [nL5N1VW5JV]
    
    PRICED TO PUSH
    After declining for a decade, new-vehicle carbon emissions
are rising again as customers flock from cars to SUVs, and from
diesel to gasoline engines. Diesels emit more nitrogen oxides
and particulates, but less CO2. [nL8N1QK23C]
    Early signs suggest electric-car prices may fall sooner and
faster than production costs, as carmakers adjust for stalled
emissions progress and weak consumer appetite. That promises
more red ink, as discounted battery car sales finally take off.
    Volkswagen <VOWG_p.DE> has said the ID hatchback, due to
open the brand's electric onslaught next year, will be priced
close to conventionally powered versions of the Golf compact.
    ""VW is about to launch a load of electric vehicles at the
same price as gasolines, and therefore at a loss,"" said Laurent
Petizon, a managing director at consulting firm AlixPartners.
    ""Our interpretation is that the 2021 fines have already been
factored into their sales strategy,"" he said. ""Rather than pay
penalties they prefer to lose money on vehicles and get the
market going.""
    Volkswagen declined to discuss pricing in detail. ""We want
our electric cars to be a real alternative to a reasonably
equipped Golf Diesel,"" a spokesman said.
    Volkswagen and Mercedes parent Daimler, which between them
have announced 30 billion euros ($35 billion) in electrification
investment, both warned last month that it would not be enough.
    They and other carmakers are also mandated to sell more
electric cars in China and a group of U.S. states led by
California. More than 200 electric and plug-in model launches
are already scheduled globally over the next three years.
        
    COST GAP
    Electric cars still cost 7,800 euros more to produce on
average than conventional ones, AlixPartners calculates. Plug-in
hybrids - which combine a smaller rechargeable battery with a
combustion engine - overshoot by 5,000 euros.
    When that cost gap is reflected in the price, few are sold.
    Mass-market electrics such as the Renault <RENA.PA> Zoe and
Nissan <7201.T> Leaf have been on sale for most of the current
decade, and heavily subsidized in Europe, while Tesla <TSLA.O>
has made inroads into the premium business. Yet pure-electric
cars claim just 1 percent of the market overall.
    Despite their higher cost, BMW plug-in models are already
priced broadly on a par with diesels. The luxury carmaker
acknowledges that their margins are significantly thinner.
    Mercedes also says the EQC electric SUV will be priced close
to its GLC cousin to tackle Tesla's $49,000 Model 3.
[nL8N1VQ0ZG]
    ""It absolutely is impacting the profitability of the
industry,"" said Rebecca Lindland, a senior analyst at Kelley
Blue Book, which tracks vehicle pricing. ""Demand doesn't justify
investment at all - it's all regulation.""
    Which is why, on this subject more than most, European
carmakers talk from both sides of their mouths. While executives
exude confidence for investors' and customers' benefit, their
Brussels lobby group ACEA warns of an imminent threat to the
region's 3.4 million automotive manufacturing jobs.
    ""The conditions for such a systemic change clearly aren't
met, and consumers just aren't ready for full-electric,"" ACEA
Secretary General Erik Jonnaert said recently.
    Automotive suppliers are also feeling exposed.
    ""We've taken risks as a company,"" said Jacques Aschenbroich,
chief executive of Valeo <VLOF.PA>, a major manufacturer of
electrification components and systems. ""We have invested a lot
even though the market doesn't exist.""
        
    SCALE EFFECTS
    Carmakers are demanding increased public investment in
recharging networks - which may yet awaken mass demand.
    Economies of scale should also bring some relief. But
lithium-ion batteries, which claim 40 percent of an electric
car's value, face global cobalt and nickel shortages that will
pull the other way, inflating costs as production volumes rise.
    Perhaps more critically, generous government sales subsidies
are unlikely to survive much growth. In markets where incentives
have been dropped, electric car sales have fallen. [nL8N1WD2U9]
    Renault is discounting its recently upgraded Zoe in the UK
market with a 5,000 pound ($6,500) trade-in bonus, in addition
to the government's 4,500 pound plug-in incentive.
    French rival PSA will price its new rechargeable hybrids to
match diesel leasing rates, programme director Olivier Salvat
told reporters on a recent factory visit - adding that the
carmaker aimed to avoid losing money on each vehicle sold.
    ""We don't launch vehicles with negative operating margins,""
Salvat said.
    German luxury carmakers including Volkswagen Group, which
includes Audi and Porsche, could put up with losses on
electrified vehicles if it enables them to keep selling their
biggest earners, upscale SUVs and large sedans.
    That would leave mid-market competitors such as PSA and
Renault, which can ill afford to sell large volumes of electric
cars below cost, in a tougher bind.
    ""In electromobility you have to be a cost leader,"" BMW
research and development chief Klaus Froehlich told Reuters.
    ""If you are not a cost leader you will not survive.""
    ($1 = 0.7675 pounds)

    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Shortfall of planned European battery supply for electric
vehicles (EV)    https://tmsnrt.rs/2JnDSOX
Global electric-battery vehicle sales.    https://tmsnrt.rs/2oDPjG4
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 (Reporting by Laurence Frost
Additional reporting by Esha Vaish in Stockholm, Gilles
Guillaume and Joe White in Paris, Edward Taylor in Frankfurt;
Editing by Mark Potter)
 ((laurence.frost@thomsonreuters.com; +33 1 4949 5683;))","['B:1296', 'B:219', 'E:D', 'E:Q', 'G:41', 'G:6J', 'G:7J', 'G:B1', 'M:15', 'M:1L', 'M:4S', 'M:D7', 'M:H', 'M:K', 'M:N4', 'M:NT', 'M:PJ', 'U:E', 'M:1RT', 'B:1292', 'B:1299', 'B:72', 'B:73', 'G:3D', 'G:5M', 'M:Z', 'G:3', 'B:255', 'B:69', 'B:71', 'B:2', 'E:1', 'E:G', 'G:A', 'G:AL', 'G:B', 'G:6', 'G:K', 'G:S', 'G:4', 'G:9', 'G:1', 'M:MR', 'M:E7', 'M:DU', 'M:N', 'A:4', 'U:C', 'R:BMWG.DE', 'P:4295869227', 'R:DAIGn.DE', 'P:4295869694', 'R:VOWG_p.DE', 'P:4295869244', 'R:PEUP.PA', 'P:4295867376', 'R:RENA.PA', 'P:4295867385', 'R:VLOF.PA', 'P:4295867394', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:ELEAV', 'N2:ENER', 'N2:REGS', 'N2:RESF', 'N2:JP', 'N2:US', 'N2:GB', 'N2:CN', 'N2:MTPIX', 'N2:NEWS1', 'N2:ANV', 'N2:PXP', 'N2:ENV', 'N2:EU', 'N2:WRM', 'N2:MTGFX', 'N2:EREP', 'N2:CO2', 'N2:TOPNWS', 'N2:CARM1', 'N2:AUTPT1', 'N2:CARM', 'N2:AUTPT', 'N2:DE', 'N2:FR', 'N2:CMPNY', 'N2:WEU', 'N2:CYCS', 'N2:CYCS08', 'N2:AUTO', 'N2:ENFF', 'N2:BACT', 'N2:RES', 'N2:EUROP', 'N2:EZC', 'N2:CEEU', 'N2:EASIA', 'N2:ASIA', 'N2:ASXPAC', 'N2:AMERS', 'N2:NAMER', 'N2:EMRG', 'N2:TOPCMB', 'N2:GEN', 'N2:INTAG', 'N2:POL', 'N2:COM', 'N2:NRG', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.000180000000000069
31,121,170,421,f329d0e218df6a2ea1637fb5024fbbd7,Renault offers trade-in incentives for German diesel owners,2018-10-02 14:13:48,EUR,0.0,2018-10-02 14:14:59,{'EUR': 'Positive'},"    BERLIN, Oct 2 (Reuters) - France's Renault <RENA.PA> said it
was offering owners of older diesel vehicles in Germany
incentives to trade in their cars for newer, cleaner ones,
becoming the first foreign carmaker to give in to pressure to
play a role in Germany's anti-pollution efforts.
    Renault said on its website on Tuesday that owners of diesel
vehicles meeting the Euro-5 or an older emissions standard were
eligible to receive between 2,000 euros and 10,000 euros
($2,308-$11,541) to trade in their vehicle for a new Renault
car, regardless of what type of engine the new model has.
    ($1 = 0.8665 euros)
    

 (Reporting by Maria Sheahan; editing by Thomas Seythal)
 ((maria.sheahan@thomsonreuters.com; +49 69 7565 1286; Reuters
Messaging: maria.sheahan.thomsonreuters.com@reuters.net))","['G:3D', 'M:H', 'B:71', 'M:A', 'M:EI', 'E:Q', 'M:P', 'E:D', 'M:1L', 'B:72', 'M:Z', 'G:5M', 'B:1292', 'M:JZ', 'U:E', 'G:3', 'B:255', 'B:69', 'E:1', 'E:G', 'G:A', 'G:AL', 'G:B', 'M:E7', 'M:ES', 'M:N', 'M:R', 'A:4', 'U:C', 'R:VOWG_p.DE', 'P:4295869244', 'R:NSUG.DE', 'P:4295869354', 'R:DAIGn.DE', 'P:4295869694', 'R:BMWG.DE', 'P:4295869227', 'R:RENA.PA', 'P:4295867385', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:DE', 'N2:ENV', 'N2:AUTO', 'N2:CRIM', 'N2:SDS', 'N2:RESF', 'N2:HEA', 'N2:REGS', 'N2:NEWS1', 'N2:CARM', 'N2:CMPNY', 'N2:FR', 'N2:CARM1', 'N2:AWLQ', 'N2:CO2', 'N2:WEU', 'N2:CYCS', 'N2:CYCS08', 'N2:BACT', 'N2:RES', 'N2:EUROP', 'N2:EZC', 'N2:CEEU', 'N2:GEN', 'N2:CLJ', 'N2:POL', 'N2:TRD', 'N2:COM', 'N2:NRG', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.000180000000000069
32,129,182,442,50a3011d3a27049b040c69b189494799,EU's Moscovici says Italians know euro protects them,2018-10-02 15:12:05,EUR,0.0,2018-10-02 15:12:10,{'EUR': 'Positive'},"    BRUSSELS, Oct 2 (Reuters) - Italians know the euro protects
them, European Economic Commissioner Pierre Moscovici said on
Tuesday in response to an Italian lawmaker's comments that the
country's problems would be solved if it left the single
currency.
    Italy's 10-year borrowing costs hit a four-and-a-half year
high on Tuesday after Claudio Borghi, the economic head of the
ruling League party, said that Italy would enjoy more favourable
conditions outside the euro. [nR1N1VZ00K]
    ""What I know for sure is that Italy is a core euro zone
country. It's in the interests of the euro zone to have a strong
Italy and in the interest of Italy to have a strong euro and
strong euro zone. So let's work together, let's work with cool
blood, let's work with a constructive spirit,"" Moscovici, the
economic and monetary affairs commissioner, told reporters.
    ""The Italians themselves are very attached to the euro
because they know that it protects them, so let's not feed some
rumours, some thoughts that are really inappropriate,"" he said
before a meeting of EU finance ministers.

 (Reporting by Philip Blenkinsop)
 ((philip.blenkinsop@thomsonreuters.com; +32 2 287 6838; Reuters
Messaging: philip.blenkinsop.thomsonreuters.com@reuters.net))","['M:1P3', 'M:K', 'M:1L', 'G:5J', 'M:E9', 'A:9', 'A:N', 'G:3', 'M:N', 'E:5', 'G:5M', 'G:B4', 'A:2', 'G:A', 'G:AL', 'M:DU', 'M:E7', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:BRU', 'N2:EU', 'N2:NEWS1', 'N2:IT', 'N2:GFIN', 'N2:FRX', 'N2:GVD', 'N2:WEU', 'N2:POL', 'N2:MCE', 'N2:FR', 'N2:EZ', 'N2:DBT', 'N2:EUROP', 'N2:EZC', 'N2:INTAG', 'N2:GEN', 'N2:LEN']",1,2,EUR,Positive,False,True,True,1.0000000000065512e-05
33,135,190,451,dbcc951211b95d183ebff3b0de712e26,UPDATE 1-ECB supervisor sees no room for lowering capital demand on banks,2018-10-02 15:40:06,EUR,0.0,2018-10-02 15:40:20,{'EUR': 'Positive'}," (Adds detail)
    HELSINKI, Oct 2 (Reuters) - There is no room for lowering
capital requirements for euro zone banks but watchdogs should
avoid ""straight-jacketing"" bankers and stifling innovation, a
European Central Bank supervisor said on Tuesday.
    Pentti Hakkarainen, a member of the ECB's Single Supervisory
Board that oversees the euro zone's largest banks, batted back
industry complaints over how much cash and capital banks have
been asked to set aside in the aftermath of the financial
crisis.
    He cited a 2010 study that put the ideal level of Tier 1
capital at between 16 percent and 19 percent of risk-weighted
assets - higher than current levels in the euro zone.
    ""I do not see anything within recent research that leads me
to think this estimate was too high,"" Pentti Hakkarainen told an
audience in Helsinki.
    ""As both our minimum standards and global banks' current
capital ratios remain somewhat short of this level – I see no
room for relaxing capital requirements at this time,"" he added.
    The ECB has put pressure on banks to build up equity and
other capital since taking over as supervisor four years ago, in
a bid to avoid a repeat of the 2008 financial crisis and the
ensuing taxpayer-funded bailouts.

 (Reporting by Jussi Rosendahl; Writing by Francesco Canepa in
Frankfurt; Editing by Christoph Steitz and Andrew Heavens)
 ((@FranCanJourno francesco.canepa@thomsonreuters.com;
004906975651247; Reuters Messaging:
rm://francesco.canepa.thomsonreuters.com@reuters.net))","['A:8', 'A:E', 'B:1615', 'E:D', 'E:W', 'G:3', 'G:3D', 'G:A', 'G:B', 'G:B4', 'M:I', 'M:8', 'B:128', 'B:263', 'E:4S', 'E:64', 'M:K', 'A:2', 'A:U', 'B:125', 'B:126', 'B:127', 'B:261', 'B:262', 'B:130', 'E:5', 'E:1', 'E:6', 'G:AL', 'M:DU', 'M:E7', 'M:N', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:MMT', 'N2:LOA', 'N2:BNKS1', 'N2:REGS', 'N2:ISU', 'N2:WEU', 'N2:DE', 'N2:EUROP', 'N2:CEEU', 'N2:EZ', 'N2:ECB', 'N2:CEN', 'N2:BNKS', 'N2:INVBIS', 'N2:CURINT', 'N2:BNKCAP', 'N2:EU', 'N2:DBT', 'N2:CDM', 'N2:FINS08', 'N2:BISV08', 'N2:BSVC', 'N2:FINS', 'N2:BISV', 'N2:INVS08', 'N2:MCE', 'N2:BACT', 'N2:MEVN', 'N2:EZC', 'N2:INTAG', 'N2:GEN', 'N2:POL', 'N2:LEN']",1,2,EUR,Positive,True,True,True,3.0000000000196536e-05
34,141,197,460,dc87b4f0ded2ebab4ae9fcefd0fd680c,German parties agree on immigration law to tackle labour shortages,2018-10-02 15:53:47,EUR,0.0,2018-10-02 15:53:54,{'EUR': 'Positive'},"    BERLIN, Oct 2 (Reuters) - Germany's coalition parties agreed
on a new immigration law on Tuesday to attract more skilled
workers from countries outside the European Union, in a
politically risky push to fill a record number of job vacancies
and stabilise the public pension system.
    Centre-right Chancellor Angela Merkel, hardline Interior
Minister Horst Seehofer and Social Democrat Labour Minister
Hubertus Heil reached a compromise deal that removes labour
market hurdles for all non-EU citizens with job qualifications
and German language skills.
    The three coalition parties agreed in the outline of their
law, seen by Reuters, that companies will be allowed to recruit
foreign workers in all professions, regardless of an official
list of sectors suffering labour shortages.
    The paper also proposes that the government will no longer
insist that companies give preference to German citizens in
filling vacancies before looking for non-EU foreigners.
    In addition, foreign graduates and workers with vocational
training will get an opportunity to come to Germany for six
months to look for a position if they meet certain job
qualifications and German language requirements.
    They also have to prove that they have enough financial
resources so they will not depend on welfare benefits during
their stay in Germany, the parties agreed.
    The compromise deal does not include the so-called
'Spurwechsel' (lane change) proposal which would allow refugees
living in Germany to shed their asylum seeker status if they
find a job and learn German.
    Seehofer, whose CSU party fears losing voters to the
far-right in a regional election later this month, was against
such a provision because he feared it would encourage future
immigration by asylum seekers without the right skills.
    ""We maintain the principle of separation of asylum and
labour migration,"" the outline of the immigration law reads.
    But the parties said they would define a residence status
for well-integrated refugees who cannot be deported and are able
to earn their living on their own in order to give employers and
migrants more security when planning.

 (Reporting by Michael Nienaber and Holger Hansen; Editing by
Janet Lawrence)
 ((mailto:michael.nienaber@thomsonreuters.com; +49 30 2888 5085;
Reuters Messaging: michael.nienaber.reuters.com@reuters.net
www.twitter.com/REUTERS_DE www.reuters.de))","['E:5', 'E:C', 'G:3', 'G:A', 'G:K', 'G:Q', 'G:V', 'M:N', 'G:3D', 'M:4', 'M:G', 'M:M2', 'M:T', 'G:AL', 'G:B', 'M:E7', 'M:N5', 'M:I4', 'M:ES', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:MCE', 'N2:JOB', 'N2:WEU', 'N2:EUROP', 'N2:ASIA', 'N2:MEAST', 'N2:AFR', 'N2:POL', 'N2:DE', 'N2:IMM', 'N2:VOTE', 'N2:RACR', 'N2:LAW', 'N2:EZC', 'N2:CEEU', 'N2:GEN', 'N2:CIV', 'N2:SOCI', 'N2:CLJ', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.00015999999999971593
35,144,200,464,b47a0afdb47e869547fd83f4b98f72c2,Eurosceptics plan for Ireland will avoid hard border - former Brexit minister,2018-10-02 16:03:38,EUR,0.4926,2018-10-02 16:06:06,"{'EUR': 'Positive', 'GBP': 'Positive'}","    BIRMINGHAM, England, Oct 2 (Reuters) - A plan by eurosceptic
rebels in Britain's ruling party to rely on technology to check
goods on the north-south land on the island of Ireland would
resolve a stalemate currently holding up a Brexit deal,
according to a former junior Brexit minister.
    ""We believe that we have produced a proposal which can
operate within the current framework of technology and
administration to deliver a free flowing border with no
infrastructure on the island of Ireland within the boundaries of
a free trade agreement,"" Steve Baker told BBC radio. 
    The Ireland border question is one of the principal issues
holding up a deal between Britain and the EU over Brexit, with
less than six months to go before Britain leaves the bloc.    
      

 (Writing By Michael Holden)
 ((Andrew.MacAskill@thomsonreuters.com; +442075421726; Reuters
Messaging: andrew.macaskill@thomsonreuters.com))","['G:7J', 'G:3', 'G:A', 'M:N', 'M:C', 'A:1', 'A:N', 'A:2', 'E:6G', 'M:K', 'G:B4', 'A:9', 'M:1L', 'M:R', 'G:6X', 'M:4', 'M:DU', 'M:T', 'M:E7', 'G:AL', 'M:N5', 'M:ES', 'M:1QD', 'N2:GB', 'N2:WEU', 'N2:EUROP', 'N2:POL', 'N2:DIP', 'N2:STX', 'N2:GVD', 'N2:DBT', 'N2:BRXT', 'N2:EU', 'N2:EZ', 'N2:FRX', 'N2:NEWS1', 'N2:TRD', 'N2:IE', 'N2:IMM', 'N2:INTAG', 'N2:LAW', 'N2:GEN', 'N2:EZC', 'N2:CIV', 'N2:CLJ', 'N2:LEN']",1,2,EUR,Positive,False,True,True,7.999999999985796e-05
36,145,202,468,461401e8db741052dad23362815df4c1,Italy has no plans to leave euro - League lawmaker Borghi,2018-10-02 16:15:06,EUR,0.0,2018-10-02 16:16:21,{'EUR': 'Positive'},"    ROME, Oct 2 (Reuters) - Italy's government has no intention
of leaving the euro, Claudio Borghi, the economics spokesman of
the right-wing League, said on Tuesday, clarifying earlier
remarks which had roiled financial markets.
    ""Leaving the euro is not in the government's programme and
it has no plans to do so,"" Borghi, a eurosceptic economist, told
Reuters in a telephone conversation.
    Earlier, Italian government bond yields rose sharply after
Borghi said in a radio interview that Italy would benefit from
more favourable economic conditions if it were outside the euro.
    ""I just repeated what I have always said: that I am
personally convinced that Italy would be better off with its own
currency but that it is not in the government's programme. It's
my standard answer, I've said it a thousand times,"" Borghi told
Reuters.
    Borghi is a lawmaker and president of the lower house budget
committee but is not a minister.
    

 (Reporting By Gavin Jones)
 ((gavin.jones@thomsonreuters.com; +39 06 8522 4232;))","['G:5J', 'G:3', 'M:K', 'G:A', 'G:AL', 'M:N', 'A:N', 'A:2', 'A:9', 'M:DU', 'M:E7', 'a1312cat:f', 'M:1QD', 'N2:IT', 'N2:WEU', 'N2:EU', 'N2:EUROP', 'N2:EZC', 'N2:POL', 'N2:GVD', 'N2:DBT', 'N2:FRX', 'N2:INTAG', 'N2:GEN', 'N2:LEN']",1,2,EUR,Positive,False,True,True,5.999999999994898e-05
37,146,204,473,c6e06017b64ee9e77ebb7d60457fa895,DUP leader says Northern Ireland must leave EU on same terms as rest of Britain,2018-10-02 16:27:58,EUR,2.44306,2018-10-02 16:28:08,"{'EUR': 'Positive', 'GBP': 'Positive'}","    BIRMINGHAM, England Oct 2 (Reuters) - The leader of the
Northern Irish party which props up Prime Minister Theresa May's
government said she would look at any new offer to the European
Union on the Irish border, but Northern Ireland must leave on
the same terms as rest of Britain.
    Earlier, British Prime Minister Theresa May said she is
preparing to make a new offer on the border aimed at breaking
the deadlock in the Brexit negotiations. [nL9N1VJ00D]
    ""We should wait to see what the text actually says in
relation to any offer that has been made to the European Union,""
Arlene Foster, the leader of the Democratic Unionist Party told
Bloomberg Television on Tuesday.  
    ""We always said that we have just the one red line - we
cannot be separated from the rest of the United Kingdom, from a
constitutional position and also from an economic reason as
well.""
    

 (Writing By Guy Faulconbridge and Andrew MacAskill; editing by
Alistair Smout)
 ((Andrew.MacAskill@thomsonreuters.com; +442075421726; Reuters
Messaging: andrew.macaskill@thomsonreuters.com))","['A:9', 'M:G', 'M:T', 'G:6X', 'B:261', 'B:128', 'E:6G', 'E:D', 'G:3', 'G:3D', 'G:7J', 'G:A', 'M:1L', 'M:C', 'M:H', 'M:K', 'M:N', 'M:R', 'B:71', 'B:125', 'B:126', 'B:127', 'B:262', 'B:255', 'B:69', 'M:DU', 'M:E7', 'E:1', 'G:AL', 'G:B', 'M:ES', 'M:1QD', 'N2:FRX', 'N2:VOTE', 'N2:LAW', 'N2:IE', 'N2:FINS', 'N2:BNKS', 'N2:BRXT', 'N2:REGS', 'N2:WEU', 'N2:DE', 'N2:GB', 'N2:EUROP', 'N2:NEWS1', 'N2:DIP', 'N2:ENV', 'N2:EU', 'N2:POL', 'N2:TRD', 'N2:AUTO', 'N2:FINS08', 'N2:BISV08', 'N2:BSVC', 'N2:BISV', 'N2:CYCS', 'N2:CYCS08', 'N2:INTAG', 'N2:GEN', 'N2:BACT', 'N2:EZC', 'N2:CEEU', 'N2:CLJ', 'N2:LEN']",1,2,EUR,Positive,False,True,True,8.000000000008001e-05
38,151,210,483,1f759076cf1627a10cc0de799137e8e1,UPDATE 1-Britain's Johnson would delay Brexit if he became PM - Sun newspaper,2018-10-02 16:46:24,EUR,0.32446,2018-10-02 16:46:37,"{'EUR': 'Positive', 'GBP': 'Negative'}"," (Adds EU reaction)
    BIRMINGHAM, England, Oct 1 (Reuters) - Boris Johnson,
Britain's former foreign minister, has told senior members of
the governing Conservative Party he would delay Brexit by at
least six months if he became prime minister, the Sun newspaper
said on Monday.
    The Sun reported that Johnson had been privately setting out
his leadership platform to some ministers in Prime Minister
Theresa May's government and said he wanted to use a pause to
reset the stalled Brexit negotiations.
    Reuters could not confirm the report, which Guy Verhofstad,
a leading EU lawmaker dealing with Brexit, referred to on
Tuesday, saying: ""A prolongation of Art. 50, as Boris Johnson
suggested, is a bad idea as it will prolong the uncertainty for
citizens & businesses.""
    The European Parliament, as well as the British one, must
sign off on any Brexit deal agreed between May and the other 27
EU national leaders. 
    Article 50 is the EU's mechanism for leaving the bloc and it
has a two-year limit. Britain formally triggered it in March
2017 and is due to leave the bloc next March. Any extension
would require unanimity of the remaining EU states. 

 (Reporting by William James, writing by Elizabeth Piper and
Gabriela Baczynska; Editing by Janet Lawrence)
 ((mailto:william.james@thomsonreuters.com; +44 207 542 3374;
Reuters Messaging:
rm://william.james.thomsonreuters.com@reuters.net))","['A:2', 'A:N', 'B:77', 'E:5', 'E:6G', 'E:B', 'G:3', 'G:7J', 'G:A', 'G:A7', 'I:D', 'M:9F', 'M:C', 'M:E9', 'M:ES', 'M:K', 'M:R', 'M:T', 'M:X', 'B:197', 'B:255', 'B:256', 'B:69', 'B:75', 'M:DU', 'M:E7', 'M:N', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:DBT', 'N2:GVD', 'N2:HOME', 'N2:MCE', 'N2:BRXT', 'N2:PLCY', 'N2:WEU', 'N2:GB', 'N2:EUROP', 'N2:GBNI', 'N2:GDP', 'N2:WTO', 'N2:DIP', 'N2:GFIN', 'N2:CLJ', 'N2:EU', 'N2:TRD', 'N2:LAW', 'N2:TAX', 'N2:HSEBLD', 'N2:CYCS', 'N2:CYCP', 'N2:CYCS08', 'N2:CYCP08', 'N2:INTAG', 'N2:GEN', 'N2:POL', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.00012999999999996348
